ZIP_Code,Total_Votes_2020_Pres,Total_Votes_2022_Gov,Trump_2020_Votes,Biden_2020_Votes,Abbott_2022_Votes,O_Rourke_2022_Votes,VAP_2022,Area,Trump_2020_Pct,Biden_2020_Pct,Abbott_2022_Pct,O_Rourke_2022_Pct,Dem_Margin_2020_Pres_Pct,Dem_Margin_2022_Gov_Pct,Dem_Margin_Gain_Pct,Dem_Raw_Vote_Gain,GOP_Raw_Vote_Gain,Dem_Raw_Vote_Margin_Gain,Change_in_Turnout,Pop_Density,Community_Type,Median_Household_Income_2020,Bachelor_Degree_or_Higher_25_&_Older_Pct
75022.0,14835,11440,8611,6000,6925,4371,18881,20.437922896215817,58.045163464779236,40.44489383215369,60.53321678321678,38.20804195804196,-17.600269632625547,-22.32517482517482,-4.724905192549272,-1629,-1686,57,-22.8850690933603,923.821862714626,Big City Suburb,169473.0,64.5217587119293
75023.0,23393,17254,10694,12210,8238,8733,35245,8.979753119510114,45.71452998760313,52.19510109861925,47.74545033035818,50.614350295583634,6.480571111016118,2.8688999652254523,-3.611671145790666,-3477,-2456,-1021,-26.242893173171467,3924.9408676307544,Big City Suburb,91916.0,53.05913874540784
75024.0,20447,14050,8587,11537,6463,7422,37544,12.131330732361903,41.99638088717171,56.42392527021079,46.0,52.82562277580071,14.427544383039077,6.82562277580071,-7.601921607238367,-4115,-2124,-1991,-31.2857631926444,3094.796508996865,Big City Suburb,102030.0,69.88876231320779
75025.0,26862,18974,11252,15172,8360,10379,41186,9.768901358050032,41.88816916089643,56.48127466309284,44.06029303257088,54.70117002213556,14.593105502196408,10.640876989564674,-3.9522285126317342,-4793,-2892,-1901,-29.364902092174816,4216.031925233927,Big City Suburb,118725.0,65.07038477007642
75028.0,26392,20554,15240,10739,12281,7970,34585,14.621071562175917,57.74477114277053,40.69036071536829,59.749927021504334,38.77590736596283,-17.05441042740224,-20.974019655541504,-3.919609228139265,-2769,-2959,190,-22.12033949681722,2365.4217033907357,Big City Suburb,130075.0,60.21399883496337
75032.0,18429,14767,12660,5474,10653,3948,25827,57.411791756856516,68.69607683542243,29.703185197243474,72.14058373400148,26.735288142479853,-38.99289163817896,-45.40529559152163,-6.412403953342668,-1526,-2007,481,-19.87085571653372,449.8553208264147,Big City Suburb,118593.0,48.955037654293484
75034.0,60459,44725,31914,27796,25023,19207,93134,49.96850674736158,52.78618567955144,45.97495823616004,55.948574622694245,42.94466182224706,-6.811227443391395,-13.003912800447182,-6.192685357055787,-8589,-6891,-1698,-26.024247837377402,1863.85397648325,Big City Suburb,116213.0,61.701955495616986
75035.0,35913,25178,16506,18871,11947,12964,56884,25.40814116337129,45.961072592097565,52.546431654275615,47.45015489713242,51.48939550401144,6.58535906217805,4.039240606879019,-2.5461184552990304,-5907,-4559,-1348,-29.891682677581933,2238.8099796141214,Big City Suburb,136579.0,66.40685582486628
75038.0,10216,6057,3292,6783,2228,3749,31379,17.640487698684552,32.223962411902896,66.3958496476116,36.78388641241539,61.895327719993396,34.1718872357087,25.111441307578005,-9.060445928130697,-3034,-1064,-1970,-40.710649960845736,1778.805696077208,Big City Suburb,61021.0,45.59572555677619
75039.0,7644,4885,2702,4817,1829,3003,18792,4.907081058217793,35.34798534798535,63.01674515960231,37.441146366427844,61.473899692937565,27.668759811616958,24.03275332650972,-3.636006485107238,-1814,-873,-941,-36.093668236525374,3829.567878959204,Big City Suburb,92120.0,74.76004041424602
75040.0,24262,15667,9757,14139,6505,8948,54709,17.734245868933858,40.21515126535323,58.27631687412415,41.520393183123765,57.11367843237378,18.06116560877092,15.593285249250016,-2.4678803595209047,-5191,-3252,-1939,-35.42576869178139,3084.935237975754,Big City Suburb,64957.0,20.231316725978647
75041.0,7573,4828,3215,4247,2154,2610,21678,5.702385851034561,42.453453056912714,56.08081341608345,44.614747307373655,54.05965202982601,13.627360359170737,9.444904722452357,-4.18245563671838,-1637,-1061,-576,-36.247193978608216,3801.56667161817,Big City Suburb,53446.0,14.105695570112134
75042.0,9491,5805,3704,5630,2321,3386,27890,9.440837182549739,39.02644610683806,59.319355178590236,39.98277347114556,58.32902670111972,20.292909071752177,18.34625322997416,-1.9466558417780178,-2244,-1383,-861,-38.836792751027296,2954.1871616588555,Big City Suburb,53251.0,15.346446925394295
75043.0,23350,15605,9728,13279,6825,8563,49054,20.027417984992223,41.66167023554604,56.8693790149893,43.735982057033,54.87343800064082,15.207708779443259,11.137455943607819,-4.07025283583544,-4716,-2903,-1813,-33.16916488222697,2449.3421986178737,Big City Suburb,66461.0,24.79524205539175
75044.0,16726,11900,7615,8853,5610,6131,31368,9.384257133927932,45.52792060265455,52.92957072820757,47.14285714285714,51.52100840336134,7.401650125553026,4.378151260504204,-3.023498865048822,-2722,-2005,-717,-28.85328231495875,3342.619405279491,Big City Suburb,72101.0,35.762265393480405
75048.0,13833,10027,7808,5808,5805,4100,21558,12.131077559785947,56.444733608038746,41.98655389286488,57.893687044978556,40.88959808517004,-14.458179715173863,-17.004088959808513,-2.5459092446346503,-1708,-2003,295,-27.513915997975857,1777.0886299057172,Big City Suburb,108258.0,36.82661837935717
75050.0,11696,7032,4526,6989,2979,3950,35040,26.004153182504194,38.6969904240766,59.75547195622435,42.363481228668945,56.171786120591584,21.058481532147745,13.808304891922639,-7.250176640225106,-3039,-1547,-1492,-39.87688098495212,1347.4770646857748,Big City Suburb,61441.0,19.575911157486768
75051.0,8592,4990,3018,5452,1946,2973,26699,14.46024383886131,35.125698324022345,63.45437616387337,38.99799599198397,59.57915831663326,28.328677839851025,20.58116232464929,-7.747515515201734,-2479,-1072,-1407,-41.92271880819367,1846.3727373841054,Big City Suburb,41455.0,10.37689065212001
75052.0,34167,21958,11684,22068,7718,14002,65826,24.501184656777248,34.19673954400445,64.5886381596277,35.14892066672739,63.76719191183168,30.391898615623255,28.61827124510429,-1.773627370518966,-8066,-3966,-4100,-35.733309918927624,2686.645601921617,Big City Suburb,80799.0,27.817517883047373
75054.0,8085,5828,2576,5414,1772,4008,12660,13.287973041471204,31.861471861471863,66.96351267779839,30.40494166094715,68.77144818119424,35.10204081632653,38.3665065202471,3.264465703920571,-1406,-804,-602,-27.915893630179344,952.7412465760333,Big City Suburb,136250.0,53.29922602649876
75056.0,34633,24903,17650,16443,13128,11435,57020,30.839942985792998,50.96295440764589,47.47783905523634,52.71654017588242,45.91816247038509,-3.485115352409551,-6.79837770549733,-3.3132623530877794,-5008,-4522,-486,-28.094591863251818,1848.9009537490824,Big City Suburb,93382.0,46.90410299602936
75057.0,4313,2798,1719,2531,1317,1436,12172,20.2244064485693,39.856248550892644,58.68305124043589,47.069335239456755,51.32237312365976,18.826802689543243,4.253037884203003,-14.57376480534024,-1095,-402,-693,-35.126362160908876,601.8470816907985,Big City Suburb,63721.0,25.67265662943176
75058.0,624,445,495,112,373,65,1131,39.87803087077556,79.32692307692307,17.94871794871795,83.82022471910112,14.606741573033707,-61.37820512820512,-69.21348314606742,-7.835278017862301,-47,-122,75,-28.685897435897434,28.361480627390968,Rural or Small City Suburb,105500.0,37.57861635220126
75060.0,12681,7919,5459,7043,3651,4158,34453,12.117572192706609,43.04865546881161,55.53978392871225,46.104306099254956,52.50662962495265,12.491128459900636,6.402323525697696,-6.0888049342029404,-2885,-1808,-1077,-37.55224351391846,2843.2263040889297,Big City Suburb,59539.0,17.561025501159143
75061.0,12389,7631,4793,7416,3216,4273,40271,12.606169219676987,38.68754540318024,59.859552829122606,42.14388677761761,55.99528240073385,21.17200742594237,13.85139562311624,-7.320611802826129,-3143,-1577,-1566,-38.40503672612802,3194.5469950649986,Big City Suburb,49695.0,15.413602941176471
75062.0,13212,8148,5059,7961,3532,4499,33816,9.670910101985337,38.29094762337269,60.255828035119585,43.34806087383407,55.21600392734414,21.964880411746897,11.867943053510068,-10.09693735823683,-3462,-1527,-1935,-38.328792007266124,3496.6719412537946,Big City Suburb,57320.0,29.88009750312932
75063.0,14695,9473,4834,9675,3302,6053,34124,10.88185184897239,32.89554270159918,65.83872065328343,34.85696189169218,63.89739258946479,32.94317795168425,29.040430697772614,-3.9027472539116346,-3622,-1532,-2090,-35.53589656345696,3135.8633138552095,Big City Suburb,95310.0,71.39023481177786
75065.0,6004,4686,3788,2111,2969,1639,9798,17.54558762801015,63.091272485009995,35.15989340439707,63.358941527955615,34.97652582159624,-27.931379080612928,-28.382415706359374,-0.4510366257464469,-472,-819,347,-21.952031978680875,558.4309974525028,Big City Suburb,80020.0,32.30803771890435
75067.0,20906,13447,8546,12012,5886,7362,49168,11.383389762328813,40.878216779871806,57.45718932363915,43.771845021194316,54.74827098981186,16.578972543767343,10.97642596861754,-5.602546575149802,-4650,-2660,-1990,-35.678752511240795,4319.275806817425,Big City Suburb,65173.0,33.15889219106689
75068.0,26870,20050,12728,13711,9939,9840,45870,36.45159674089089,47.36881280238184,51.0271678451805,49.571072319201996,49.07730673316708,3.658355042798661,-0.49376558603491816,-4.152120628833579,-3871,-2789,-1082,-25.381466319315226,1258.381088928916,Big City Suburb,103863.0,42.819968499623364
75069.0,16373,13211,8979,7076,7645,5375,30803,35.42309353248855,54.84028583643804,43.21749221278935,57.8684429641965,40.68579214291121,-11.62279362364869,-17.182650821285286,-5.559857197636596,-1701,-1334,-367,-19.312282416172966,869.5739679468933,Big City Suburb,60955.0,33.87433056702506
75070.0,52989,38870,27996,23994,21749,16645,80007,22.932545122635997,52.83360697503255,45.28109607654419,55.95317725752509,42.822227939284794,-7.552510898488364,-13.130949318240297,-5.578438419751933,-7349,-6247,-1102,-26.645152767555537,3488.7972343299825,Big City Suburb,108939.0,56.71099151195912
75071.0,32946,25695,18233,14061,15195,10109,48965,78.21749847396786,55.34207491045954,42.67892915680204,59.13601868067717,39.34228449114614,-12.663145753657496,-19.79373418953103,-7.130588435873534,-3952,-3038,-914,-22.008741577126212,626.0108154225412,Big City Suburb,113015.0,46.59544406712441
75074.0,20108,13266,7788,11918,5598,7458,41885,16.5953497608485,38.7308533916849,59.26994231151781,42.198100407055634,56.21890547263681,20.539088919832906,14.020805065581179,-6.518283854251727,-4460,-2190,-2270,-34.026258205689274,2523.8998034747337,Big City Suburb,70345.0,38.39027214823393
75075.0,18924,14494,9274,9282,7245,7023,29189,9.270703654461988,49.00655252589304,49.04882688649334,49.98620118669794,48.454532910169725,0.042274360600295324,-1.5316682765282152,-1.5739426371285106,-2259,-2029,-230,-23.409427182413868,3148.520445473558,Big City Suburb,79627.0,49.00309005297234
75076.0,3169,2564,2510,611,2160,382,4561,69.22014282101476,79.20479646576207,19.280530135689492,84.24336973478938,14.898595943837753,-59.924266330072584,-69.34477379095163,-9.420507460879051,-229,-350,121,-19.091195960870934,65.89122492557631,Rural or Small City Suburb,57476.0,20.24471635150167
75077.0,21335,16294,12380,8587,9712,6327,29780,15.178355494336813,58.02671666276073,40.248418092336536,59.604762489259855,38.83024426169142,-17.77829857042419,-20.774518227568436,-2.9962196571442448,-2260,-2668,408,-23.62784157487696,1962.0043825637895,Big City Suburb,115313.0,47.095301502758225
75078.0,19497,16397,12819,6387,11377,4853,26037,31.783045035886943,65.74857670410832,32.75888598245884,69.38464353235348,29.596877477587363,-32.989690721649474,-39.78776605476612,-6.798075333116643,-1534,-1442,-92,-15.899882033133306,819.2103673704343,Big City Suburb,155405.0,63.14088438372264
75080.0,22380,17858,9557,12326,7860,9721,43361,10.676182889464439,42.70330652368186,55.07596067917784,44.013887333408,54.4349871206182,12.37265415549598,10.421099787210203,-1.9515543682857768,-2605,-1697,-908,-20.20554066130473,4061.4703259523467,Big City Suburb,73438.0,55.31869666879232
75081.0,17397,11991,6285,10790,4556,7221,33094,11.427642082953989,36.1269184342128,62.02218773351728,37.995163038945876,60.22016512384288,25.89526929930448,22.225002084897007,-3.670267214407474,-3569,-1729,-1840,-31.074323159165374,2895.9604929668362,Big City Suburb,82848.0,44.25087108013937
75082.0,14818,10784,6240,8296,4792,5843,23493,8.264842710496954,42.110946146578485,55.98596301795114,44.43620178041543,54.18212166172107,13.875016871372658,9.745919881305639,-4.129096990067019,-2453,-1448,-1005,-27.22364691591308,2842.522335018206,Big City Suburb,112622.0,66.0307583939892
75087.0,22758,18483,15407,6967,12826,5429,31787,39.14589875611644,67.6992705861675,30.613410668775813,69.39349672672185,29.372937293729372,-37.08585991739169,-40.02055943299248,-2.9346995156007907,-1538,-2581,1043,-18.784603216451355,812.0135444593252,Big City Suburb,105238.0,48.80595773007156
75088.0,14416,10429,7965,6249,5798,4493,22742,12.643918671770933,55.25110987791343,43.3476692563818,55.594975548950046,43.08179115926743,-11.90344062153163,-12.513184389682614,-0.6097437681509845,-1756,-2167,411,-27.656770255271923,1798.6512402024734,Big City Suburb,94946.0,35.20025195527794
75089.0,14900,10432,7408,7272,5348,4934,23398,11.197656862034217,49.718120805369125,48.80536912751678,51.265337423312886,47.296779141104295,-0.9127516778523486,-3.9685582822085905,-3.055806604356242,-2338,-2060,-278,-29.98657718120805,2089.544293800535,Big City Suburb,107417.0,36.32672557917363
75090.0,6141,4372,3907,2142,3040,1290,13773,61.068123597126636,63.6215600065136,34.88031265266243,69.53339432753889,29.505946935041173,-28.741247353851165,-40.02744739249771,-11.286200038646548,-852,-867,15,-28.80638332519133,225.535012191664,Rural or Small City Suburb,44828.0,13.659632912972905
75092.0,12942,9172,8760,3974,6454,2598,24875,109.7380084427353,67.68660176170607,30.70622778550456,70.36633231574356,28.32533798517226,-36.98037397620151,-42.0409943305713,-5.060620354369789,-1376,-2306,930,-29.12996445680729,226.67624784698498,Rural or Small City Suburb,56611.0,28.056756457155522
75093.0,22543,16672,11086,11130,8880,7557,32210,12.8073358471886,49.1771281550814,49.372310695116,53.26295585412668,45.327495201535505,0.195182540034601,-7.935460652591175,-8.130643192625776,-3573,-2206,-1367,-26.04356119416227,2514.9648907716096,Big City Suburb,113428.0,69.9436514973828
75094.0,10811,7619,5120,5518,3857,3641,14431,5.668936589979112,47.359171214503746,51.04060678938118,50.62344139650873,47.788423677647984,3.6814355748774332,-2.8350177188607475,-6.516453293738181,-1877,-1263,-614,-29.525483304042176,2545.6273449079404,Big City Suburb,140257.0,53.10615621932408
75098.0,26353,19210,14746,11088,11204,7707,41911,31.216378557882464,55.95567867036011,42.074906082798925,58.3237896928683,40.119729307652264,-13.880772587561182,-18.20406038521604,-4.3232877976548565,-3381,-3542,161,-27.105073426175387,1342.5964809558932,Big City Suburb,99224.0,36.72554421217523
75102.0,201,152,179,22,143,9,376,17.15255805771451,89.05472636815921,10.945273631840797,94.07894736842105,5.921052631578947,-78.10945273631842,-88.15789473684211,-10.048442000523693,-13,-36,23,-24.378109452736318,21.92092857140284,Rural or Small City Suburb,51705.0,11.402623612512613
75103.0,5121,3861,4434,647,3385,399,8842,115.30027206495008,86.58465143526655,12.634251122827573,87.67158767158767,10.334110334110335,-73.95040031243897,-77.33747733747734,-3.3870770250383657,-248,-1049,801,-24.604569420035148,76.68672277736857,Rural or Small City Suburb,59129.0,17.829798468714248
75104.0,22742,15612,5269,17184,3952,11460,35909,35.69226316082296,23.168586755782254,75.5606367074136,25.313861132462208,73.40507302075326,52.392049951631336,48.091211888291056,-4.300838063340279,-5724,-1317,-4407,-31.351684108697565,1006.0723759152078,Big City Suburb,76528.0,30.558292282430216
75105.0,334,261,259,71,215,43,591,48.578574449708306,77.54491017964071,21.25748502994012,82.37547892720306,16.47509578544061,-56.28742514970059,-65.90038314176245,-9.612957992061858,-28,-44,16,-21.856287425149702,12.165857205460847,Rural or Small City Suburb,26094.0,14.655172413793101
75109.0,2485,1989,1771,678,1520,441,3930,103.84635300541703,71.26760563380282,27.283702213279675,76.42031171442936,22.171945701357465,-43.98390342052314,-54.248366013071895,-10.264462592548753,-237,-251,14,-19.95975855130785,37.84437186537495,Rural or Small City Suburb,61078.0,26.344430217669657
75110.0,9261,6407,6159,2962,4590,1741,21935,168.39581505379905,66.50469711694201,31.983587085627903,71.64039331980646,27.173404089277355,-34.52111003131411,-44.46698923052911,-9.945879199215,-1221,-1569,348,-30.817406327610406,130.2585815033005,Rural or Small City Suburb,43736.0,16.07790100081147
75114.0,3738,2920,2874,818,2031,852,5737,28.25750866628829,76.88603531300161,21.883360085607276,69.55479452054794,29.178082191780824,-55.002675227394334,-40.37671232876712,14.625962898627215,34,-843,877,-21.883360085607272,203.0256831114182,Rural or Small City Suburb,92679.0,16.886860437184723
75115.0,28350,19664,3768,24312,2776,16700,43793,21.747724303025496,13.291005291005293,85.75661375661376,14.117168429617575,84.92676973148902,72.46560846560847,70.80960130187144,-1.65600716373703,-7612,-992,-6620,-30.638447971781304,2013.681955399242,Big City Suburb,71292.0,26.561366300161858
75116.0,7174,4755,2576,4487,1884,2810,14792,5.020607391438964,35.907443546138836,62.54530248118204,39.62145110410095,59.095688748685596,26.637858935043205,19.474237644584647,-7.163621290458558,-1677,-692,-985,-33.71898522442153,2946.2570654743913,Big City Suburb,45427.0,18.190544756419484
75117.0,2661,2101,2309,331,1816,232,4417,77.03693973091401,86.77189026681698,12.43893273205562,86.43503093764873,11.042360780580676,-74.33295753476136,-75.39267015706805,-1.0597126223066908,-99,-493,394,-21.04472003006389,57.336130114051116,Rural or Small City Suburb,71080.0,15.236294896030245
75119.0,11215,8370,7550,3523,6071,2190,23255,323.7312637604277,67.32055283102987,31.413285777975926,72.53285543608125,26.16487455197133,-35.90726705305394,-46.36798088410992,-10.460713831055976,-1333,-1479,146,-25.367810967454307,71.83427306301039,Rural or Small City Suburb,65304.0,17.951674903898958
75124.0,4252,3516,3543,653,2981,495,7949,148.95020294449014,83.32549388523049,15.357478833490124,84.78384527872582,14.07849829351536,-67.96801505174037,-70.70534698521047,-2.7373319334701023,-158,-562,404,-17.30950141110066,53.36682893250159,Rural or Small City Suburb,63764.0,19.2947247706422
75125.0,4625,3243,2337,2200,1707,1482,11873,120.41099848126828,50.52972972972973,47.56756756756757,52.63644773358001,45.69842738205365,-2.9621621621621586,-6.938020351526362,-3.975858189364203,-718,-630,-88,-29.881081081081085,98.60394938795413,Rural or Small City Suburb,70192.0,11.269644334160462
75126.0,25416,19549,14447,10619,10716,8592,42671,80.1565065680022,56.84214667925717,41.78076802014479,54.816103125479565,43.95109724282572,-15.061378659112378,-10.865005882653847,4.1963727764585315,-2027,-3731,1704,-23.083884167453572,532.3460543255999,Big City Suburb,92808.0,29.272895940628903
75127.0,979,744,863,111,659,76,1672,39.17473161556608,88.1511746680286,11.338100102145047,88.5752688172043,10.21505376344086,-76.81307456588355,-78.36021505376344,-1.5471404878798865,-35,-204,169,-24.004085801838613,42.680573192124456,Rural or Small City Suburb,50502.0,11.829537105069802
75134.0,8493,5188,713,7712,442,4687,15154,9.414632227556865,8.39514894619098,90.80419168727187,8.519660755589822,90.34309946029299,82.40904274108088,81.82343870470316,-0.5856040363777169,-3025,-271,-2754,-38.91440009419522,1609.6220897130597,Big City Suburb,52265.0,19.508234748318255
75135.0,5875,4981,4760,1042,4000,921,10456,102.0367354054649,81.02127659574468,17.73617021276596,80.30515960650472,18.49026299939771,-63.285106382978725,-61.814896607107,1.470209775871723,-121,-760,639,-15.217021276595744,102.47289820132757,Rural or Small City Suburb,79426.0,16.23550401427297
75137.0,8868,6112,2660,6093,2029,4009,15405,6.162610495434963,29.995489400090214,68.70771312584574,33.19698952879581,65.592277486911,38.71222372575553,32.39528795811519,-6.316935767640338,-2084,-631,-1453,-31.07803337843933,2499.7523389497783,Big City Suburb,75298.0,29.6680009418413
75140.0,3164,2447,2764,377,2158,254,5898,125.829505123958,87.35777496839444,11.915297092288244,88.18961994278709,10.380057212913773,-75.4424778761062,-77.80956272987332,-2.3670848537671247,-123,-606,483,-22.661188369152974,46.872949187789644,Rural or Small City Suburb,43471.0,10.121731289449954
75141.0,1285,821,281,987,206,608,5581,11.404318968335787,21.867704280155642,76.80933852140079,25.091352009744217,74.05602923264311,54.94163424124515,48.9646772228989,-5.976957018346248,-379,-75,-304,-36.10894941634242,489.37600004837697,Big City Suburb,34470.0,4.658810633050151
75142.0,7994,5952,6105,1820,4613,1266,16822,218.15765473862837,76.36977733299976,22.76707530647986,77.50336021505376,21.27016129032258,-53.6027020265199,-56.233198924731184,-2.630496898211284,-554,-1492,938,-25.544158118588946,77.10937312813617,Rural or Small City Suburb,61629.0,11.186659032350416
75143.0,5013,3776,4163,804,3154,583,9828,143.2076662137692,83.04408537801716,16.03830041891083,83.52754237288136,15.439618644067796,-67.00578495910634,-68.08792372881356,-1.0821387697072282,-221,-1009,788,-24.67584280869739,68.62761093620178,Rural or Small City Suburb,51913.0,17.345384381029756
75144.0,1744,1386,1280,451,1067,305,3090,221.94715026814777,73.39449541284404,25.860091743119266,76.98412698412699,22.005772005772005,-47.53440366972477,-54.978354978354986,-7.4439513086302185,-146,-213,67,-20.527522935779817,13.922233271599948,Rural or Small City Suburb,53486.0,18.776550552251486
75146.0,8708,5650,1354,7265,895,4690,15211,23.29810406512226,15.548920532843363,83.42903077629765,15.84070796460177,83.00884955752213,67.88011024345428,67.16814159292036,-0.7119686505339189,-2575,-459,-2116,-35.11713367018833,652.8857437275842,Big City Suburb,65513.0,26.523125996810208
75147.0,4401,3335,3771,594,2906,388,8018,119.56416763454685,85.68507157464212,13.496932515337424,87.13643178410794,11.634182908545727,-72.1881390593047,-75.50224887556222,-3.3141098162575133,-206,-865,659,-24.221767780049987,67.06022513791399,Rural or Small City Suburb,44474.0,11.72498465316145
75148.0,3884,2944,3040,804,2394,513,6620,180.88756911937884,78.26982492276005,20.70030895983522,81.31793478260869,17.425271739130434,-57.56951596292483,-63.89266304347825,-6.323147080553419,-291,-646,355,-24.20185375901133,36.59731861193322,Rural or Small City Suburb,47712.0,17.91334339297262
75149.0,17813,10898,7247,10313,4685,6057,43355,16.148096370589847,40.683770280132485,57.89591871105373,42.98953936502111,55.57900532207745,17.212148430921246,12.58946595705634,-4.622682473864906,-4256,-2562,-1694,-38.819962948408474,2684.836590334044,Big City Suburb,52304.0,12.551326480095518
75150.0,18652,11733,7449,10925,4984,6600,47450,13.061508995140272,39.93673600686253,58.57280720566159,42.47847950225859,56.25159805676297,18.63607119879906,13.773118554504386,-4.862952644294673,-4325,-2465,-1860,-37.095217671027235,3632.81149350006,Big City Suburb,59189.0,20.112158390816703
75152.0,2170,1683,1622,511,1317,333,3939,39.48453451634949,74.74654377880185,23.548387096774192,78.25311942959001,19.786096256684495,-51.19815668202766,-58.46702317290552,-7.268866490877862,-178,-305,127,-22.442396313364053,99.76057836946173,Rural or Small City Suburb,71830.0,18.54368932038835
75153.0,224,171,159,64,129,41,308,33.94816938231422,70.98214285714286,28.57142857142857,75.43859649122807,23.976608187134502,-42.41071428571429,-51.461988304093566,-9.051274018379274,-23,-30,7,-23.660714285714292,9.07265415496769,Rural or Small City Suburb,83125.0,23.711340206185564
75154.0,20143,15314,9014,10845,6725,8358,32532,42.83242828478875,44.750037233778485,53.84004368763342,43.91406556092464,54.57751077445475,9.090006453854933,10.66344521353011,1.5734387596751773,-2487,-2289,-198,-23.973588839795468,759.5179937896078,Big City Suburb,81323.0,28.282677047462197
75155.0,752,522,513,222,368,146,2211,32.278785717473816,68.21808510638297,29.521276595744684,70.49808429118774,27.969348659003828,-38.69680851063829,-42.52873563218391,-3.8319271215456183,-76,-145,69,-30.585106382978722,68.49700045572334,Rural or Small City Suburb,52277.0,7.714123652864435
75156.0,5023,3662,4088,888,2929,697,9412,33.979606191104985,81.3856261198487,17.67867808082819,79.98361551064991,19.033315128345166,-63.7069480390205,-60.95030038230475,2.7566476567157565,-191,-1159,968,-27.095361337845915,276.9896727780155,Rural or Small City Suburb,50767.0,14.154090548054011
75158.0,3202,2388,2700,479,2064,297,5508,117.60016615006236,84.32229856339788,14.959400374765771,86.4321608040201,12.43718592964824,-69.3628981886321,-73.99497487437186,-4.6320766857397615,-182,-636,454,-25.421611492816986,46.836668521127585,Rural or Small City Suburb,69853.0,16.195372750642672
75159.0,6472,4247,3492,2909,2373,1820,18406,62.21586053269418,53.95550061804697,44.947466007416566,55.87473510713444,42.85377913821521,-9.008034610630403,-13.020955968919232,-4.012921358288828,-1089,-1119,30,-34.37886279357231,295.840961491286,Rural or Small City Suburb,63297.0,12.080433101314773
