CNTYVTD,Lat_C,Long_C,ZIP_Code,Region,Metro,Border,Total_Votes_2020_Pres,Total_Votes_2022_Gov,Trump_2020_Votes,Biden_2020_Votes,Abbott_2022_Votes,O_Rourke_2022_Votes,VAP_2022,White_VAP_2022,Latino_VAP_2022,Black_VAP_2022,Asian_VAP_2022,Biden_2020_Pct,Trump_2020_Pct,Abbott_2022_Pct,O_Rourke_2022_Pct,White_VAP_2022_Pct,Latino_VAP_2022_Pct,Black_VAP_2022_Pct,Asian_VAP_2022_Pct,Dem_Margin_2020_Pres_Pct,Dem_Margin_2022_Gov_Pct,Dem_Margin_Gain_Pct,Dem_Raw_Vote_Gain,GOP_Raw_Vote_Gain,Dem_Raw_Vote_Margin_Gain,Change_in_Turnout
10011,31.84160722317073,-95.87370158888494,75861.0,Central East,,0,854,666,643,202,533,122,8373,3078,2088,3155,38,23.653395784543328,75.2927400468384,80.03003003003003,18.31831831831832,36.76101755643138,24.937298459333572,37.68064015287233,0.45383972291890595,-51.639344262295076,-61.711711711711715,-10.072367449416639,-80,-110,30,-22.014051522248245
10013,31.7692084803644,-95.6164144907786,75801.0,Central East,,0,1110,779,785,316,584,188,2276,1399,424,371,29,28.468468468468465,70.72072072072072,74.96790757381258,24.133504492939668,61.46748681898067,18.629173989455182,16.300527240773285,1.2741652021089631,-42.252252252252255,-50.83440308087292,-8.582150828620662,-128,-201,73,-29.819819819819816
10015,31.781598600004667,-95.49297294880489,75801.0,Central East,,0,661,528,578,79,472,50,1072,851,103,88,6,11.951588502269288,87.44326777609682,89.39393939393939,9.469696969696969,79.38432835820896,9.60820895522388,8.208955223880597,0.5597014925373134,-75.49167927382753,-79.92424242424242,-4.432563150414893,-29,-106,77,-20.121028744326775
10016,31.872644251478565,-95.50240192225559,75803.0,Central East,,0,631,530,519,106,431,90,915,718,65,97,8,16.798732171156892,82.25039619651348,81.32075471698114,16.9811320754717,78.46994535519126,7.103825136612022,10.601092896174864,0.8743169398907104,-65.45166402535659,-64.33962264150944,1.1120413838471563,-16,-88,72,-16.00633914421553
10017,31.82225808500651,-95.59611952932293,75803.0,Central East,,0,623,434,489,127,358,73,1082,698,191,168,4,20.38523274478331,78.49117174959872,82.48847926267281,16.82027649769585,64.51016635859519,17.652495378927913,15.526802218114602,0.36968576709796674,-58.10593900481541,-65.66820276497697,-7.5622637601615565,-54,-131,77,-30.33707865168539
10018,32.00876467339192,-95.50727387622845,75763.0,Central East,,0,1438,1088,1211,215,948,130,2249,1840,107,195,13,14.951321279554938,84.21418636995827,87.13235294117648,11.948529411764707,81.81413961760782,4.757670075589151,8.670520231213873,0.5780346820809248,-69.26286509040334,-75.18382352941177,-5.92095843900843,-85,-263,178,-24.33936022253129
10019,31.726381785937626,-95.6864550523385,75803.0,Central East,,0,1481,1010,1118,346,780,220,2580,1628,402,465,30,23.36259284267387,75.48953409858203,77.22772277227723,21.782178217821784,63.100775193798455,15.58139534883721,18.023255813953487,1.1627906976744187,-52.12694125590816,-55.44554455445545,-3.318603298547295,-126,-338,212,-31.802835921674543
10020,31.781254710769375,-95.6416723126279,75803.0,Central East,,0,745,567,551,180,438,122,1539,853,414,203,22,24.161073825503358,73.95973154362416,77.24867724867724,21.516754850088184,55.42560103963613,26.900584795321635,13.190383365821962,1.4294996751137101,-49.7986577181208,-55.731922398589056,-5.933264680468255,-58,-113,55,-23.89261744966443
10021,31.787276604552588,-95.70360794239838,75803.0,Central East,,0,1274,945,1086,183,834,99,2169,1717,235,140,32,14.364207221350078,85.24332810047096,88.25396825396825,10.476190476190476,79.16090364223145,10.834485938220379,6.454587367450439,1.4753342554172428,-70.87912087912088,-77.77777777777777,-6.8986568986568955,-84,-252,168,-25.82417582417582
10022,31.888244217121105,-95.70241349473851,75803.0,Central East,,0,750,658,640,105,570,86,1150,944,71,84,24,14.000000000000002,85.33333333333334,86.62613981762918,13.069908814589665,82.08695652173913,6.173913043478261,7.304347826086957,2.086956521739131,-71.33333333333334,-73.55623100303951,-2.222897669706171,-19,-70,51,-12.26666666666667
10023,31.973717640765646,-95.6512754509781,75803.0,Central East,,0,978,798,876,99,733,62,1395,1236,67,45,4,10.122699386503067,89.57055214723927,91.8546365914787,7.769423558897243,88.6021505376344,4.802867383512545,3.225806451612903,0.2867383512544803,-79.4478527607362,-84.08521303258145,-4.637360271845253,-37,-143,106,-18.404907975460127
10024,31.962852702137237,-95.90259988160021,75861.0,Central East,,0,648,526,601,43,490,33,987,861,65,25,9,6.635802469135803,92.74691358024691,93.15589353612167,6.273764258555133,87.2340425531915,6.5856129685916915,2.532928064842958,0.911854103343465,-86.11111111111111,-86.88212927756653,-0.7710181664554199,-10,-111,101,-18.827160493827154
30001,32.21299166350913,-102.35724916411716,79714.0,Northwest,,0,1329,872,1131,184,753,112,3245,1338,1792,41,18,13.844996237772762,85.10158013544017,86.35321100917432,12.844036697247708,41.2326656394453,55.22342064714946,1.263482280431433,0.5546995377503852,-71.25658389766741,-73.50917431192661,-2.2525904142592026,-72,-378,306,-34.386756960120394
30002,32.380945279042855,-102.84098096225063,79714,Northwest,,0,1734,1279,1499,207,1146,128,3186,1832,1203,46,34,11.937716262975778,86.4475201845444,89.60125097732605,10.007818608287725,57.501569365976145,37.75894538606403,1.4438166980539862,1.0671688637790333,-74.50980392156862,-79.59343236903833,-5.083628447469707,-79,-353,274,-26.239907727796997
30003,32.42678508125745,-102.39646610895214,79714,Northwest,,0,1497,949,1252,230,804,125,3265,1333,1753,87,22,15.364061456245825,83.63393453573813,84.72075869336143,13.171759747102213,40.82695252679939,53.6906584992343,2.664624808575804,0.6738131699846861,-68.26987307949231,-71.54899894625922,-3.279125866766904,-105,-448,343,-36.6065464261857
30004,32.17299270953374,-102.74020079067866,79741,Northwest,,0,1296,726,1055,228,599,114,3252,1133,1983,73,25,17.59259259259259,81.40432098765432,82.5068870523416,15.702479338842975,34.84009840098401,60.97785977859779,2.2447724477244773,0.7687576875768758,-63.81172839506172,-66.80440771349862,-2.992679318436899,-114,-456,342,-43.981481481481474
50001,31.340422224773107,-94.68907702587266,75901.0,Central East,,0,284,222,163,121,138,81,895,319,370,195,9,42.6056338028169,57.3943661971831,62.16216216216216,36.486486486486484,35.64245810055866,41.340782122905026,21.787709497206702,1.005586592178771,-14.788732394366207,-25.675675675675677,-10.88694328130947,-40,-25,-15,-21.830985915492963
50002,31.359763794199853,-94.71372720801419,75901.0,Central East,,0,1362,738,349,996,200,523,3768,788,1424,1511,29,73.12775330396477,25.624082232011748,27.100271002710024,70.86720867208672,20.912951167728238,37.79193205944799,40.10084925690021,0.7696390658174098,47.50367107195302,43.766937669376695,-3.736733402576327,-473,-149,-324,-45.81497797356828
50003,31.387542099382934,-94.6320917873985,75901.0,Central East,,0,1203,871,968,219,747,117,2723,1916,572,160,13,18.204488778054863,80.46550290939318,85.76349024110218,13.432835820895523,70.36356959236136,21.006243114212268,5.875872199779654,0.4774146162320969,-62.261014131338314,-72.33065442020666,-10.069640288868342,-102,-221,119,-27.597672485453028
50004,31.418734770297156,-94.7093446059598,75901.0,Central East,,0,1143,554,702,424,333,212,2215,1044,604,494,28,37.09536307961505,61.417322834645674,60.108303249097474,38.26714801444043,47.13318284424379,27.268623024830703,22.302483069977427,1.2641083521444696,-24.321959755030626,-21.841155234657045,2.4808045203735816,-212,-369,157,-51.5310586176728
50005,31.341769626792015,-94.75027687705897,75904.0,Central East,,0,1095,647,607,465,413,222,2631,1214,638,697,42,42.465753424657535,55.4337899543379,63.83307573415765,34.31221020092735,46.14215127328013,24.249334853667808,26.491828202204488,1.596351197263398,-12.968036529680361,-29.5208655332303,-16.552829003549938,-243,-194,-49,-40.913242009132425
50006,31.430465881926615,-94.76510277399468,75904.0,Central East,,0,438,312,343,91,273,34,1273,763,415,130,2,20.776255707762555,78.31050228310502,87.5,10.897435897435898,59.937156323644935,32.60015710919089,10.212097407698352,0.15710919088766695,-57.534246575342465,-76.6025641025641,-19.068317527221637,-57,-70,13,-28.767123287671236
50007,31.325924976745593,-94.87792191760562,75904.0,Central East,,0,1051,805,914,122,720,77,1373,1159,127,32,12,11.607992388201712,86.96479543292102,89.44099378881988,9.565217391304348,84.4136926438456,9.249817916970137,2.3306627822286963,0.8739985433357611,-75.35680304471931,-79.87577639751554,-4.518973352796223,-45,-194,149,-23.406279733587066
50008,31.287078642124634,-94.79874645932054,75904.0,Central East,,0,589,792,513,68,714,68,1257,1103,68,35,19,11.544991511035652,87.09677419354838,90.15151515151516,8.585858585858585,87.7486077963405,5.409705648369132,2.7844073190135243,1.511535401750199,-75.55178268251274,-81.56565656565657,-6.01387388314383,0,201,-201,34.46519524617997
50009,31.31237012091819,-94.73257919148561,75904.0,Central East,,0,224,154,152,70,114,39,297,231,17,42,8,31.25,67.85714285714286,74.02597402597402,25.324675324675322,77.77777777777779,5.723905723905724,14.14141414141414,2.6936026936026933,-36.60714285714286,-48.7012987012987,-12.094155844155836,-31,-38,7,-31.25
50010A,31.32981665625889,-94.70433248953401,75901.0,Central East,,0,723,466,368,344,256,203,1619,697,421,422,53,47.57952973720608,50.89903181189488,54.93562231759657,43.56223175965665,43.05126621371217,26.00370599135269,26.06547251389747,3.2736256948733784,-3.319502074688799,-11.37339055793992,-8.053888483251121,-141,-112,-29,-35.54633471645919
50010B,31.328375521226576,-94.72609130398351,75901.0,Central East,,0,101,66,53,48,37,29,233,49,75,95,3,47.524752475247524,52.475247524752476,56.060606060606055,43.93939393939394,21.030042918454935,32.18884120171674,40.772532188841204,1.2875536480686696,-4.950495049504951,-12.121212121212118,-7.170717071707166,-19,-16,-3,-34.65346534653465
50011,31.340795187254876,-94.54195589880443,75949.0,Central East,,0,1654,1231,1485,160,1137,83,2371,2060,159,66,9,9.673518742442564,89.78234582829504,92.36393176279446,6.742485783915515,86.88317165752846,6.706031210459722,2.7836355967946016,0.3795866722901729,-80.10882708585247,-85.62144597887895,-5.512618893026485,-77,-348,271,-25.574365175332524
50012,31.3076713873076,-94.67671940387638,75901.0,Central East,,0,585,452,477,100,378,68,1205,863,204,87,26,17.094017094017094,81.53846153846153,83.6283185840708,15.04424778761062,71.61825726141079,16.929460580912863,7.219917012448132,2.1576763485477177,-64.44444444444444,-68.58407079646018,-4.139626352015739,-32,-99,67,-22.735042735042732
50013,31.323550242476,-94.7341465534658,75904.0,Central East,,0,432,232,219,200,144,78,885,407,228,217,7,46.2962962962963,50.69444444444444,62.06896551724138,33.62068965517241,45.98870056497175,25.76271186440678,24.519774011299436,0.7909604519774011,-4.398148148148145,-28.448275862068968,-24.050127713920823,-122,-75,-47,-46.29629629629629
50014,31.316825243176943,-94.74839157673966,75904.0,Central East,,0,1357,964,892,443,670,284,2268,1419,383,375,33,32.64554163596168,65.73323507737656,69.50207468879668,29.460580912863072,62.56613756613757,16.887125220458554,16.534391534391535,1.455026455026455,-33.087693441414885,-40.04149377593361,-6.953800334518725,-159,-222,63,-28.96094325718497
50015,31.208898399424505,-94.81844461312784,75941.0,Central East,,0,477,356,400,73,317,35,1287,762,397,102,6,15.30398322851153,83.85744234800838,89.04494382022472,9.831460674157304,59.20745920745921,30.84693084693085,7.925407925407925,0.4662004662004662,-68.55345911949685,-79.21348314606742,-10.660024026570568,-38,-83,45,-25.366876310272534
50016,31.18777148234457,-94.78360787882416,75941.0,Central East,,0,1220,701,641,561,422,266,3315,1089,1426,765,13,45.98360655737705,52.540983606557376,60.19971469329529,37.94579172610557,32.85067873303167,43.01659125188537,23.076923076923077,0.39215686274509803,-6.5573770491803245,-22.253922967189723,-15.696545918009399,-295,-219,-76,-42.54098360655738
50017,31.134332847873033,-94.36995483386161,75980.0,Central East,,0,1194,968,1075,113,892,72,1769,1633,46,20,5,9.463986599664992,90.03350083752095,92.14876033057851,7.43801652892562,92.31204070096099,2.6003391746749576,1.1305822498586773,0.2826455624646693,-80.56951423785596,-84.7107438016529,-4.141229563796941,-41,-183,142,-18.927973199329983
50018,31.287503659780413,-94.74831055744858,75904.0,Central East,,0,462,319,313,144,232,83,1007,575,171,225,25,31.16883116883117,67.74891774891775,72.72727272727273,26.01880877742947,57.10029791459782,16.9811320754717,22.34359483614697,2.4826216484607744,-36.58008658008658,-46.708463949843264,-10.128377369756684,-61,-81,20,-30.952380952380953
50019,31.309898307557514,-94.76451429168684,75904.0,Central East,,0,1073,858,700,355,602,246,1535,1022,124,247,95,33.084808946877914,65.23765144454799,70.16317016317016,28.671328671328673,66.5798045602606,8.078175895765472,16.091205211726383,6.188925081433225,-32.15284249767008,-41.49184149184149,-9.338998994171412,-109,-98,-11,-20.037278657968315
50020,31.35095099819722,-94.7358318704099,75904.0,Central East,,0,1355,746,215,1129,152,584,3947,539,1521,1811,43,83.3210332103321,15.867158671586715,20.37533512064343,78.28418230563003,13.655941221180642,38.53559665568787,45.88294907524702,1.0894350139346338,67.4538745387454,57.9088471849866,-9.545027353758798,-545,-63,-482,-44.944649446494466
50021,31.3933439964988,-94.76795099423248,75904.0,Central East,,0,509,533,377,128,400,125,1107,798,137,149,0,25.147347740667975,74.06679764243614,75.046904315197,23.452157598499063,72.08672086720867,12.375790424570912,13.459801264679314,0.0,-48.91944990176817,-51.594746716697934,-2.675296814929766,-3,23,-26,4.715127701375255
50022,31.44184918321017,-94.90253288610667,75969.0,Central East,,0,1335,659,1161,159,595,61,1252,1092,94,37,7,11.910112359550562,86.96629213483146,90.28831562974203,9.256449165402124,87.22044728434504,7.507987220447284,2.9552715654952078,0.5591054313099041,-75.0561797752809,-81.03186646433991,-5.9756866890590175,-98,-566,468,-50.636704119850194
50023,31.341299681658285,-94.79589249221709,75904.0,Central East,,0,391,342,340,45,285,52,879,699,108,35,12,11.508951406649617,86.95652173913044,83.33333333333334,15.204678362573098,79.5221843003413,12.286689419795222,3.981797497155859,1.3651877133105803,-75.44757033248082,-68.12865497076024,7.318915361720585,7,-55,62,-12.53196930946292
50024,31.328671762267273,-94.80143867899667,75904.0,Central East,,0,1676,1121,1308,345,924,184,3345,2093,739,375,40,20.58472553699284,78.04295942720763,82.4264049955397,16.41391614629795,62.57100149476831,22.09267563527653,11.210762331838566,1.195814648729447,-57.4582338902148,-66.01248884924175,-8.554254959026949,-161,-384,223,-33.1145584725537
50025,31.374693120993353,-94.80976785762053,75904.0,Central East,,0,1552,1150,1291,244,1001,134,2755,2037,452,193,17,15.721649484536082,83.18298969072166,87.04347826086956,11.652173913043478,73.9382940108893,16.406533575317606,7.005444646098004,0.617059891107078,-67.46134020618557,-75.39130434782608,-7.929964141640511,-110,-290,180,-25.902061855670098
50026,31.253633868489747,-94.6370065061997,75901.0,Central East,,0,1245,994,1085,153,887,102,1779,1522,161,63,6,12.289156626506024,87.14859437751004,89.2354124748491,10.261569416498995,85.55368184373243,9.050028105677347,3.541315345699832,0.33726812816188867,-74.85943775100401,-78.9738430583501,-4.11440530734609,-51,-198,147,-20.16064257028113
50027,31.14701264900725,-94.66555905864413,75901.0,Central East,,0,282,204,255,21,191,10,434,352,48,10,2,7.446808510638298,90.42553191489363,93.62745098039215,4.901960784313726,81.10599078341014,11.059907834101383,2.3041474654377883,0.4608294930875576,-82.97872340425533,-88.72549019607843,-5.746766791823092,-11,-64,53,-27.6595744680851
50028,31.229438769490894,-94.73175515663618,75941.0,Central East,,0,844,675,700,134,565,103,1217,896,229,66,8,15.876777251184834,82.93838862559242,83.7037037037037,15.259259259259258,73.62366474938374,18.816762530813474,5.42317173377157,0.657354149548069,-67.06161137440759,-68.44444444444444,-1.3828330700368525,-31,-135,104,-20.023696682464454
50029,31.448146685492656,-94.81074830298523,75969.0,Central East,,0,1089,782,949,132,700,77,1665,1450,156,34,10,12.121212121212121,87.14416896235078,89.51406649616368,9.846547314578006,87.08708708708708,9.36936936936937,2.0420420420420418,0.6006006006006006,-75.02295684113865,-79.66751918158567,-4.644562340447024,-55,-249,194,-28.191000918273645
50030,31.271286682674432,-94.44610834994349,75949.0,Central East,,0,758,637,687,63,595,37,1167,1094,26,10,1,8.311345646437996,90.63324538258574,93.4065934065934,5.808477237048666,93.7446443873179,2.227934875749786,0.8568980291345331,0.08568980291345331,-82.32189973614774,-87.59811616954474,-5.276216433396996,-26,-92,66,-15.96306068601583
50031,31.147398461919188,-94.74218154420122,75941.0,Central East,,0,286,180,224,58,153,25,515,288,195,23,2,20.27972027972028,78.32167832167832,85.0,13.88888888888889,55.92233009708738,37.86407766990291,4.466019417475728,0.3883495145631068,-58.04195804195804,-71.11111111111111,-13.069153069153074,-33,-71,38,-37.06293706293706
50032,31.126306657942184,-94.565800028001,75949.0,Central East,,0,19,68,19,0,65,3,110,86,11,4,0,0.0,100.0,95.58823529411765,4.411764705882353,78.18181818181819,10.0,3.6363636363636362,0.0,-100.0,-91.1764705882353,8.823529411764696,3,46,-43,257.89473684210526
50033,31.21830069050196,-94.56183628265944,75949.0,Central East,,0,1105,793,1026,73,744,45,1391,1269,40,24,8,6.60633484162896,92.85067873303167,93.82093316519547,5.674653215636822,91.2293314162473,2.8756290438533427,1.7253774263120056,0.5751258087706687,-86.2443438914027,-88.14627994955865,-1.9019360581559397,-28,-282,254,-28.235294117647058
50034,31.27285433852676,-94.72701538498782,75901.0,Central East,,0,1590,1195,1092,467,882,298,2735,1905,263,352,169,29.371069182389935,68.67924528301886,73.80753138075313,24.93723849372385,69.6526508226691,9.616087751371115,12.870201096892139,6.1791590493601465,-39.30817610062893,-48.87029288702928,-9.562116786400352,-169,-210,41,-24.84276729559748
50035,31.299827050483692,-94.70927796008876,75901.0,Central East,,0,1377,997,1017,343,771,210,2071,1481,233,262,49,24.909222948438632,73.8562091503268,77.3319959879639,21.063189568706118,71.51134717527763,11.250603573153066,12.650893288266538,2.3660067600193146,-48.94698620188817,-56.26880641925777,-7.3218202173695985,-133,-246,113,-27.59622367465505
50037,31.249903444348515,-94.6805755362235,75901.0,Central East,,0,371,293,304,59,247,40,595,423,107,51,4,15.902964959568733,81.94070080862534,84.30034129692832,13.651877133105803,71.09243697478992,17.983193277310924,8.571428571428571,0.6722689075630253,-66.0377358490566,-70.64846416382252,-4.610728314765922,-19,-57,38,-21.024258760107816
50038,31.23443297356179,-94.76651812146406,75941.0,Central East,,0,292,192,241,49,171,21,510,363,116,18,5,16.78082191780822,82.53424657534246,89.0625,10.9375,71.17647058823529,22.745098039215687,3.5294117647058822,0.9803921568627451,-65.75342465753425,-78.125,-12.371575342465746,-28,-70,42,-34.24657534246576
50039,31.3266993400929,-94.76386464795657,75904.0,Central East,,0,345,240,233,108,182,57,758,488,67,175,14,31.30434782608696,67.53623188405797,75.83333333333333,23.75,64.37994722955145,8.839050131926122,23.08707124010554,1.8469656992084433,-36.23188405797101,-52.08333333333333,-15.85144927536232,-51,-51,0,-30.434782608695656
50040,31.31876763758634,-94.71806544260482,75901.0,Central East,,0,484,372,300,182,255,107,989,493,196,262,21,37.60330578512397,61.98347107438017,68.54838709677419,28.763440860215056,49.848331648129424,19.817997977755308,26.49140546006067,2.1233569261880687,-24.380165289256198,-39.784946236559136,-15.404780947302939,-75,-45,-30,-23.140495867768596
5011B,31.280348744123312,-94.5772289653118,75949.0,Central East,,0,748,531,622,116,457,71,1463,1224,95,92,2,15.508021390374333,83.15508021390374,86.06403013182674,13.370998116760829,83.6637047163363,6.493506493506493,6.288448393711551,0.1367053998632946,-67.6470588235294,-72.69303201506591,-5.045973191536504,-45,-165,120,-29.01069518716578
5017B,31.158512041486784,-94.41798303457239,75980.0,Central East,,0,315,190,296,18,181,8,448,399,9,5,0,5.714285714285714,93.96825396825396,95.26315789473684,4.2105263157894735,89.0625,2.0089285714285716,1.1160714285714286,0.0,-88.25396825396825,-91.05263157894736,-2.7986633249791026,-10,-115,105,-39.682539682539684
70001,27.95733943387661,-97.07646722907428,78336,South,,0,1653,1318,1317,319,1092,209,2587,2035,426,27,10,19.298245614035086,79.67332123411978,82.85280728376327,15.857359635811836,78.66254348666409,16.466950135291842,1.0436799381522999,0.3865481252415926,-60.3750756200847,-66.99544764795144,-6.620372027866736,-110,-225,115,-20.266182698124624
70002,28.02579358778576,-97.15722348692888,78390.0,South,,0,2327,1604,1637,664,1206,362,4461,2391,1731,51,109,28.534593897722388,70.34808766652341,75.18703241895261,22.568578553615957,53.597848016139885,38.80295897780767,1.1432414256893073,2.443398341179108,-41.813493768801024,-52.618453865336654,-10.80496009653563,-302,-431,129,-31.07004727116459
70003,27.988697843572407,-96.95390141873904,78382,South,,0,3290,2791,2406,843,2143,606,4961,3729,814,101,157,25.623100303951368,73.1306990881459,76.78251522751702,21.712647796488714,75.16629711751663,16.4079822616408,2.0358798629308605,3.1646845394073773,-47.507598784194535,-55.069867431028314,-7.562268646833779,-237,-263,26,-15.167173252279632
70004,28.1080575130977,-97.08237286723356,78382.0,South,,0,3027,2417,2307,687,1905,487,4188,3307,514,24,185,22.69573835480674,76.21407333994054,78.81671493587092,20.14894497310716,78.96370582617,12.27316141356256,0.5730659025787965,4.41738299904489,-53.518334985133805,-58.66776996276376,-5.1494349776299515,-200,-402,202,-20.151965642550383
7001A,27.94169088185573,-97.13326203991018,78336.0,South,,0,1108,723,888,215,595,122,2431,1519,755,41,20,19.4043321299639,80.14440433212997,82.29598893499308,16.874135546334717,62.484574249280136,31.057178116001644,1.686548745372275,0.8227067050596462,-60.74007220216606,-65.42185338865836,-4.681781186492302,-93,-293,200,-34.74729241877257
90001,33.75915632508979,-98.82389403895984,76366.0,North Central,Wichita Falls,0,1003,778,905,89,723,54,1507,1355,71,12,9,8.873379860418744,90.22931206380858,92.93059125964011,6.940874035989718,89.91373589913736,4.71134704711347,0.7962840079628402,0.5972130059721301,-81.35593220338984,-85.98971722365039,-4.633785020260547,-35,-182,147,-22.432701894317052
90002,33.807268443249306,-98.56113764447502,76310.0,North Central,Wichita Falls,0,635,511,570,59,473,35,851,762,50,5,13,9.291338582677165,89.76377952755905,92.56360078277886,6.8493150684931505,89.54171562867215,5.875440658049354,0.5875440658049353,1.527614571092832,-80.47244094488188,-85.71428571428571,-5.241844769403826,-24,-97,73,-19.527559055118115
90003,33.64473416706083,-98.47157457337445,76379.0,North Central,Wichita Falls,0,285,229,257,26,213,14,400,328,53,4,1,9.12280701754386,90.17543859649123,93.01310043668121,6.11353711790393,82.0,13.25,1.0,0.25,-81.05263157894737,-86.89956331877728,-5.8469317398299125,-12,-44,32,-19.649122807017537
90004,33.50208680068263,-98.48400688645029,76389.0,North Central,Wichita Falls,0,531,449,500,28,426,19,681,524,142,2,1,5.273069679849341,94.16195856873823,94.87750556792874,4.231625835189309,76.94566813509545,20.851688693098385,0.2936857562408223,0.14684287812041116,-88.88888888888889,-90.64587973273943,-1.756990843850545,-9,-74,65,-15.442561205273064
90005,33.54794114024143,-98.57388607823236,76351.0,North Central,Wichita Falls,0,146,113,129,14,103,9,156,147,3,2,0,9.58904109589041,88.35616438356165,91.1504424778761,7.964601769911504,94.23076923076923,1.9230769230769231,1.282051282051282,0.0,-78.76712328767124,-83.18584070796459,-4.418717420293348,-5,-26,21,-22.602739726027398
90006,33.5352455296843,-98.67894615190148,76351.0,North Central,Wichita Falls,0,843,587,753,79,529,49,1230,1071,73,29,7,9.37129300118624,89.32384341637011,90.11925042589438,8.347529812606473,87.07317073170732,5.934959349593496,2.3577235772357725,0.5691056910569106,-79.95255041518386,-81.77172061328791,-1.8191701981040467,-30,-224,194,-30.36773428232503
90007,33.48551195785595,-98.86347167792478,76351.0,North Central,Wichita Falls,0,153,117,141,11,109,7,224,194,15,1,1,7.18954248366013,92.15686274509804,93.16239316239316,5.982905982905983,86.60714285714286,6.696428571428571,0.4464285714285714,0.4464285714285714,-84.9673202614379,-87.17948717948718,-2.2121669180492773,-4,-32,28,-23.529411764705888
